"sequence","generation","i1","i2","i3","x1","x2","x3","compute","measure","probed","s1","s2","s3","s"
7565,NA,603979776,1056964608,905969664,0.5625,0.984375,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
7566,NA,603979776,1056964608,922746880,0.5625,0.984375,0.859375,FALSE,FALSE,FALSE,NA,NA,NA,NA
7567,NA,603979776,1056964608,939524096,0.5625,0.984375,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
17514,NA,603979776,1056964608,956301312,0.5625,0.984375,0.890625,FALSE,FALSE,FALSE,NA,NA,NA,NA
15059,NA,603979776,1056964608,973078528,0.5625,0.984375,0.90625,FALSE,FALSE,FALSE,NA,NA,NA,NA
15060,NA,603979776,1056964608,989855744,0.5625,0.984375,0.921875,FALSE,FALSE,FALSE,NA,NA,NA,NA
18629,NA,603979776,1056964608,998244352,0.5625,0.984375,0.9296875,FALSE,FALSE,FALSE,NA,NA,NA,NA
8443,NA,603979776,1056964608,1006632960,0.5625,0.984375,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
15953,NA,603979776,1056964608,1015021568,0.5625,0.984375,0.9453125,FALSE,FALSE,FALSE,NA,NA,NA,NA
8444,NA,603979776,1056964608,1023410176,0.5625,0.984375,0.953125,FALSE,FALSE,FALSE,NA,NA,NA,NA
10424,NA,603979776,1056964608,1031798784,0.5625,0.984375,0.9609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
8445,NA,603979776,1056964608,1040187392,0.5625,0.984375,0.96875,FALSE,FALSE,FALSE,NA,NA,NA,NA
10144,NA,603979776,1056964608,1056964608,0.5625,0.984375,0.984375,FALSE,FALSE,FALSE,NA,NA,NA,NA
10145,NA,603979776,1056964608,1073741824,0.5625,0.984375,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
18382,NA,603979776,1065353216,721420288,0.5625,0.9921875,0.671875,FALSE,FALSE,FALSE,NA,NA,NA,NA
18383,NA,603979776,1065353216,729808896,0.5625,0.9921875,0.6796875,FALSE,FALSE,FALSE,NA,NA,NA,NA
18384,NA,603979776,1065353216,738197504,0.5625,0.9921875,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
20658,NA,603979776,1065353216,872415232,0.5625,0.9921875,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
20659,NA,603979776,1065353216,880803840,0.5625,0.9921875,0.8203125,FALSE,FALSE,FALSE,NA,NA,NA,NA
20660,NA,603979776,1065353216,889192448,0.5625,0.9921875,0.828125,FALSE,FALSE,FALSE,NA,NA,NA,NA
21312,NA,603979776,1065353216,897581056,0.5625,0.9921875,0.8359375,FALSE,FALSE,FALSE,NA,NA,NA,NA
21313,NA,603979776,1065353216,905969664,0.5625,0.9921875,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
18630,NA,603979776,1065353216,989855744,0.5625,0.9921875,0.921875,FALSE,FALSE,FALSE,NA,NA,NA,NA
18631,NA,603979776,1065353216,998244352,0.5625,0.9921875,0.9296875,FALSE,FALSE,FALSE,NA,NA,NA,NA
18632,NA,603979776,1065353216,1006632960,0.5625,0.9921875,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4352,NA,603979776,1073741824,134217728,0.5625,1,0.125,FALSE,FALSE,FALSE,NA,NA,NA,NA
15201,NA,603979776,1073741824,150994944,0.5625,1,0.140625,FALSE,FALSE,FALSE,NA,NA,NA,NA
6987,NA,603979776,1073741824,167772160,0.5625,1,0.15625,FALSE,FALSE,FALSE,NA,NA,NA,NA
21328,NA,603979776,1073741824,184549376,0.5625,1,0.171875,FALSE,FALSE,FALSE,NA,NA,NA,NA
4353,NA,603979776,1073741824,201326592,0.5625,1,0.1875,FALSE,FALSE,FALSE,NA,NA,NA,NA
4677,NA,603979776,1073741824,234881024,0.5625,1,0.21875,FALSE,FALSE,FALSE,NA,NA,NA,NA
6457,NA,603979776,1073741824,251658240,0.5625,1,0.234375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2238,NA,603979776,1073741824,268435456,0.5625,1,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
2239,NA,603979776,1073741824,335544320,0.5625,1,0.3125,FALSE,FALSE,FALSE,NA,NA,NA,NA
15717,NA,603979776,1073741824,352321536,0.5625,1,0.328125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2721,NA,603979776,1073741824,369098752,0.5625,1,0.34375,FALSE,FALSE,FALSE,NA,NA,NA,NA
11942,NA,603979776,1073741824,385875968,0.5625,1,0.359375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2240,NA,603979776,1073741824,402653184,0.5625,1,0.375,FALSE,FALSE,FALSE,NA,NA,NA,NA
497,NA,603979776,1073741824,536870912,0.5625,1,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
1716,NA,603979776,1073741824,553648128,0.5625,1,0.515625,FALSE,FALSE,FALSE,NA,NA,NA,NA
1455,NA,603979776,1073741824,570425344,0.5625,1,0.53125,FALSE,FALSE,FALSE,NA,NA,NA,NA
1940,NA,603979776,1073741824,587202560,0.5625,1,0.546875,FALSE,FALSE,FALSE,NA,NA,NA,NA
498,NA,603979776,1073741824,603979776,0.5625,1,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4635,NA,603979776,1073741824,620756992,0.5625,1,0.578125,FALSE,FALSE,FALSE,NA,NA,NA,NA
4463,NA,603979776,1073741824,637534208,0.5625,1,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5404,NA,603979776,1073741824,654311424,0.5625,1,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
499,NA,603979776,1073741824,671088640,0.5625,1,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
19083,NA,603979776,1073741824,687865856,0.5625,1,0.640625,FALSE,FALSE,FALSE,NA,NA,NA,NA
18081,NA,603979776,1073741824,704643072,0.5625,1,0.65625,FALSE,FALSE,FALSE,NA,NA,NA,NA
18113,NA,603979776,1073741824,721420288,0.5625,1,0.671875,FALSE,FALSE,FALSE,NA,NA,NA,NA
18385,NA,603979776,1073741824,729808896,0.5625,1,0.6796875,FALSE,FALSE,FALSE,NA,NA,NA,NA
570,NA,603979776,1073741824,738197504,0.5625,1,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
6758,NA,603979776,1073741824,754974720,0.5625,1,0.703125,FALSE,FALSE,FALSE,NA,NA,NA,NA
1206,NA,603979776,1073741824,771751936,0.5625,1,0.71875,FALSE,FALSE,FALSE,NA,NA,NA,NA
12092,NA,603979776,1073741824,788529152,0.5625,1,0.734375,FALSE,FALSE,FALSE,NA,NA,NA,NA
571,NA,603979776,1073741824,805306368,0.5625,1,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
9114,NA,603979776,1073741824,822083584,0.5625,1,0.765625,FALSE,FALSE,FALSE,NA,NA,NA,NA
2058,NA,603979776,1073741824,838860800,0.5625,1,0.78125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5989,NA,603979776,1073741824,855638016,0.5625,1,0.796875,FALSE,FALSE,FALSE,NA,NA,NA,NA
1112,NA,603979776,1073741824,872415232,0.5625,1,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
20661,NA,603979776,1073741824,880803840,0.5625,1,0.8203125,FALSE,FALSE,FALSE,NA,NA,NA,NA
9929,NA,603979776,1073741824,889192448,0.5625,1,0.828125,FALSE,FALSE,FALSE,NA,NA,NA,NA
21314,NA,603979776,1073741824,897581056,0.5625,1,0.8359375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2474,NA,603979776,1073741824,905969664,0.5625,1,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
7568,NA,603979776,1073741824,922746880,0.5625,1,0.859375,FALSE,FALSE,FALSE,NA,NA,NA,NA
187,NA,603979776,1073741824,939524096,0.5625,1,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
17515,NA,603979776,1073741824,956301312,0.5625,1,0.890625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4002,NA,603979776,1073741824,973078528,0.5625,1,0.90625,FALSE,FALSE,FALSE,NA,NA,NA,NA
15061,NA,603979776,1073741824,989855744,0.5625,1,0.921875,FALSE,FALSE,FALSE,NA,NA,NA,NA
18633,NA,603979776,1073741824,998244352,0.5625,1,0.9296875,FALSE,FALSE,FALSE,NA,NA,NA,NA
188,NA,603979776,1073741824,1006632960,0.5625,1,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
8446,NA,603979776,1073741824,1023410176,0.5625,1,0.953125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2300,NA,603979776,1073741824,1040187392,0.5625,1,0.96875,FALSE,FALSE,FALSE,NA,NA,NA,NA
10146,NA,603979776,1073741824,1056964608,0.5625,1,0.984375,FALSE,FALSE,FALSE,NA,NA,NA,NA
189,NA,603979776,1073741824,1073741824,0.5625,1,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
16837,763,608174080,4194304,926941184,0.56640625,0.00390625,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
16838,763,608174080,4194304,935329792,0.56640625,0.00390625,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
16839,763,608174080,12582912,926941184,0.56640625,0.01171875,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
16840,763,608174080,12582912,935329792,0.56640625,0.01171875,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
12568,573,608174080,104857600,893386752,0.56640625,0.09765625,0.83203125,FALSE,FALSE,FALSE,0,0,0,0
12569,573,608174080,104857600,901775360,0.56640625,0.09765625,0.83984375,FALSE,FALSE,FALSE,0,0,0,0
20178,911,608174080,104857600,926941184,0.56640625,0.09765625,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
20179,911,608174080,104857600,935329792,0.56640625,0.09765625,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
12570,573,608174080,113246208,893386752,0.56640625,0.10546875,0.83203125,FALSE,FALSE,FALSE,0,0,0,0
12571,573,608174080,113246208,901775360,0.56640625,0.10546875,0.83984375,FALSE,FALSE,FALSE,0,0,0,0
20180,911,608174080,113246208,926941184,0.56640625,0.10546875,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
20181,911,608174080,113246208,935329792,0.56640625,0.10546875,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
11550,526,608174080,121634816,859832320,0.56640625,0.11328125,0.80078125,FALSE,FALSE,FALSE,0,0,0,0
11551,526,608174080,121634816,868220928,0.56640625,0.11328125,0.80859375,FALSE,FALSE,FALSE,0,0,0,0
11552,526,608174080,130023424,859832320,0.56640625,0.12109375,0.80078125,FALSE,FALSE,FALSE,0,0,0,0
11553,526,608174080,130023424,868220928,0.56640625,0.12109375,0.80859375,FALSE,FALSE,FALSE,0,0,0,0
18621,842,608174080,138412032,859832320,0.56640625,0.12890625,0.80078125,FALSE,FALSE,FALSE,0,0,0,0
18622,842,608174080,138412032,868220928,0.56640625,0.12890625,0.80859375,FALSE,FALSE,FALSE,0,0,0,0
8708,398,608174080,138412032,994050048,0.56640625,0.12890625,0.92578125,FALSE,FALSE,FALSE,0,0,0,0
8709,398,608174080,138412032,1002438656,0.56640625,0.12890625,0.93359375,FALSE,FALSE,FALSE,0,0,0,0
18623,842,608174080,146800640,859832320,0.56640625,0.13671875,0.80078125,FALSE,FALSE,FALSE,0,0,0,0
18624,842,608174080,146800640,868220928,0.56640625,0.13671875,0.80859375,FALSE,FALSE,FALSE,0,0,0,0
8710,398,608174080,146800640,994050048,0.56640625,0.13671875,0.92578125,FALSE,FALSE,FALSE,0,0,0,0
8711,398,608174080,146800640,1002438656,0.56640625,0.13671875,0.93359375,FALSE,FALSE,FALSE,0,0,0,0
11399,519,608174080,171966464,826277888,0.56640625,0.16015625,0.76953125,FALSE,FALSE,FALSE,0,0,0,0
11400,519,608174080,171966464,834666496,0.56640625,0.16015625,0.77734375,FALSE,FALSE,FALSE,0,0,0,0
11401,519,608174080,180355072,826277888,0.56640625,0.16796875,0.76953125,FALSE,FALSE,FALSE,0,0,0,0
11402,519,608174080,180355072,834666496,0.56640625,0.16796875,0.77734375,FALSE,FALSE,FALSE,0,0,0,0
7023,322,608174080,239075328,356515840,0.56640625,0.22265625,0.33203125,FALSE,FALSE,FALSE,0,0,0,0
7024,322,608174080,239075328,364904448,0.56640625,0.22265625,0.33984375,FALSE,FALSE,FALSE,0,0,0,0
20914,945,608174080,239075328,390070272,0.56640625,0.22265625,0.36328125,FALSE,FALSE,FALSE,0,0,0,0
20915,945,608174080,239075328,398458880,0.56640625,0.22265625,0.37109375,FALSE,FALSE,FALSE,0,0,0,0
10086,460,608174080,239075328,893386752,0.56640625,0.22265625,0.83203125,FALSE,FALSE,FALSE,0,0,0,0
10087,460,608174080,239075328,901775360,0.56640625,0.22265625,0.83984375,FALSE,FALSE,FALSE,0,0,0,0
12286,560,608174080,239075328,926941184,0.56640625,0.22265625,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
12287,560,608174080,239075328,935329792,0.56640625,0.22265625,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
15799,717,608174080,239075328,1027604480,0.56640625,0.22265625,0.95703125,FALSE,FALSE,FALSE,0,0,0,0
15800,717,608174080,239075328,1035993088,0.56640625,0.22265625,0.96484375,FALSE,FALSE,FALSE,0,0,0,0
7025,322,608174080,247463936,356515840,0.56640625,0.23046875,0.33203125,FALSE,FALSE,FALSE,0,0,0,0
7026,322,608174080,247463936,364904448,0.56640625,0.23046875,0.33984375,FALSE,FALSE,FALSE,0,0,0,0
20916,945,608174080,247463936,390070272,0.56640625,0.23046875,0.36328125,FALSE,FALSE,FALSE,0,0,0,0
20917,945,608174080,247463936,398458880,0.56640625,0.23046875,0.37109375,FALSE,FALSE,FALSE,0,0,0,0
10088,460,608174080,247463936,893386752,0.56640625,0.23046875,0.83203125,FALSE,FALSE,FALSE,0,0,0,0
10089,460,608174080,247463936,901775360,0.56640625,0.23046875,0.83984375,FALSE,FALSE,FALSE,0,0,0,0
12288,560,608174080,247463936,926941184,0.56640625,0.23046875,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
12289,560,608174080,247463936,935329792,0.56640625,0.23046875,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
15801,717,608174080,247463936,1027604480,0.56640625,0.23046875,0.95703125,FALSE,FALSE,FALSE,0,0,0,0
15802,717,608174080,247463936,1035993088,0.56640625,0.23046875,0.96484375,FALSE,FALSE,FALSE,0,0,0,0
14806,673,608174080,255852544,893386752,0.56640625,0.23828125,0.83203125,FALSE,FALSE,FALSE,0,0,0,0
14807,673,608174080,255852544,901775360,0.56640625,0.23828125,0.83984375,FALSE,FALSE,FALSE,0,0,0,0
17198,779,608174080,255852544,926941184,0.56640625,0.23828125,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
17199,779,608174080,255852544,935329792,0.56640625,0.23828125,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
14808,673,608174080,264241152,893386752,0.56640625,0.24609375,0.83203125,FALSE,FALSE,FALSE,0,0,0,0
14809,673,608174080,264241152,901775360,0.56640625,0.24609375,0.83984375,FALSE,FALSE,FALSE,0,0,0,0
17200,779,608174080,264241152,926941184,0.56640625,0.24609375,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
17201,779,608174080,264241152,935329792,0.56640625,0.24609375,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
18460,835,608174080,339738624,658505728,0.56640625,0.31640625,0.61328125,FALSE,FALSE,FALSE,0,0,0,0
18461,835,608174080,339738624,666894336,0.56640625,0.31640625,0.62109375,FALSE,FALSE,FALSE,0,0,0,0
18462,835,608174080,348127232,658505728,0.56640625,0.32421875,0.61328125,FALSE,FALSE,FALSE,0,0,0,0
18463,835,608174080,348127232,666894336,0.56640625,0.32421875,0.62109375,FALSE,FALSE,FALSE,0,0,0,0
16699,757,608174080,356515840,926941184,0.56640625,0.33203125,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
16700,757,608174080,356515840,935329792,0.56640625,0.33203125,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
16701,757,608174080,364904448,926941184,0.56640625,0.33984375,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
16702,757,608174080,364904448,935329792,0.56640625,0.33984375,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
17479,791,608174080,373293056,926941184,0.56640625,0.34765625,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
17480,791,608174080,373293056,935329792,0.56640625,0.34765625,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
17481,791,608174080,381681664,926941184,0.56640625,0.35546875,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
17482,791,608174080,381681664,935329792,0.56640625,0.35546875,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
16218,736,608174080,406847488,591396864,0.56640625,0.37890625,0.55078125,FALSE,FALSE,FALSE,0,0,0,0
16219,736,608174080,406847488,599785472,0.56640625,0.37890625,0.55859375,FALSE,FALSE,FALSE,0,0,0,0
14135,643,608174080,406847488,1061158912,0.56640625,0.37890625,0.98828125,FALSE,FALSE,FALSE,0,0,0,0
14136,643,608174080,406847488,1069547520,0.56640625,0.37890625,0.99609375,FALSE,FALSE,FALSE,0,0,0,0
16220,736,608174080,415236096,591396864,0.56640625,0.38671875,0.55078125,FALSE,FALSE,FALSE,0,0,0,0
16221,736,608174080,415236096,599785472,0.56640625,0.38671875,0.55859375,FALSE,FALSE,FALSE,0,0,0,0
14137,643,608174080,415236096,1061158912,0.56640625,0.38671875,0.98828125,FALSE,FALSE,FALSE,0,0,0,0
14138,643,608174080,415236096,1069547520,0.56640625,0.38671875,0.99609375,FALSE,FALSE,FALSE,0,0,0,0
17505,792,608174080,440401920,1027604480,0.56640625,0.41015625,0.95703125,FALSE,FALSE,FALSE,0,0,0,0
17506,792,608174080,440401920,1035993088,0.56640625,0.41015625,0.96484375,FALSE,FALSE,FALSE,0,0,0,0
11276,513,608174080,440401920,1061158912,0.56640625,0.41015625,0.98828125,FALSE,FALSE,FALSE,0,0,0,0
11277,513,608174080,440401920,1069547520,0.56640625,0.41015625,0.99609375,FALSE,FALSE,FALSE,0,0,0,0
17507,792,608174080,448790528,1027604480,0.56640625,0.41796875,0.95703125,FALSE,FALSE,FALSE,0,0,0,0
17508,792,608174080,448790528,1035993088,0.56640625,0.41796875,0.96484375,FALSE,FALSE,FALSE,0,0,0,0
11278,513,608174080,448790528,1061158912,0.56640625,0.41796875,0.98828125,FALSE,FALSE,FALSE,0,0,0,0
11279,513,608174080,448790528,1069547520,0.56640625,0.41796875,0.99609375,FALSE,FALSE,FALSE,0,0,0,0
20959,947,608174080,457179136,591396864,0.56640625,0.42578125,0.55078125,FALSE,FALSE,FALSE,0,0,0,0
20960,947,608174080,457179136,599785472,0.56640625,0.42578125,0.55859375,FALSE,FALSE,FALSE,0,0,0,0
13487,613,608174080,457179136,692060160,0.56640625,0.42578125,0.64453125,FALSE,FALSE,FALSE,0,0,0,0
13488,613,608174080,457179136,700448768,0.56640625,0.42578125,0.65234375,FALSE,FALSE,FALSE,0,0,0,0
20538,928,608174080,457179136,1010827264,0.56640625,0.42578125,0.94140625,FALSE,FALSE,FALSE,0,0,0,0
20539,928,608174080,457179136,1019215872,0.56640625,0.42578125,0.94921875,FALSE,FALSE,FALSE,0,0,0,0
20961,947,608174080,465567744,591396864,0.56640625,0.43359375,0.55078125,FALSE,FALSE,FALSE,0,0,0,0
20962,947,608174080,465567744,599785472,0.56640625,0.43359375,0.55859375,FALSE,FALSE,FALSE,0,0,0,0
13489,613,608174080,465567744,692060160,0.56640625,0.43359375,0.64453125,FALSE,FALSE,FALSE,0,0,0,0
13490,613,608174080,465567744,700448768,0.56640625,0.43359375,0.65234375,FALSE,FALSE,FALSE,0,0,0,0
20540,928,608174080,465567744,1010827264,0.56640625,0.43359375,0.94140625,FALSE,FALSE,FALSE,0,0,0,0
20541,928,608174080,465567744,1019215872,0.56640625,0.43359375,0.94921875,FALSE,FALSE,FALSE,0,0,0,0
12594,574,608174080,473956352,322961408,0.56640625,0.44140625,0.30078125,FALSE,FALSE,FALSE,0,0,0,0
12595,574,608174080,473956352,331350016,0.56640625,0.44140625,0.30859375,FALSE,FALSE,FALSE,0,0,0,0
19073,861,608174080,473956352,390070272,0.56640625,0.44140625,0.36328125,FALSE,FALSE,FALSE,0,0,0,0
19074,861,608174080,473956352,398458880,0.56640625,0.44140625,0.37109375,FALSE,FALSE,FALSE,0,0,0,0
13349,607,608174080,473956352,658505728,0.56640625,0.44140625,0.61328125,FALSE,FALSE,FALSE,0,0,0,0
13350,607,608174080,473956352,666894336,0.56640625,0.44140625,0.62109375,FALSE,FALSE,FALSE,0,0,0,0
21809,986,608174080,473956352,792723456,0.56640625,0.44140625,0.73828125,FALSE,FALSE,FALSE,0,0,0,0
21810,986,608174080,473956352,801112064,0.56640625,0.44140625,0.74609375,FALSE,FALSE,FALSE,0,0,0,0
11301,514,608174080,473956352,859832320,0.56640625,0.44140625,0.80078125,FALSE,FALSE,FALSE,0,0,0,0
11302,514,608174080,473956352,868220928,0.56640625,0.44140625,0.80859375,FALSE,FALSE,FALSE,0,0,0,0
8744,400,608174080,473956352,994050048,0.56640625,0.44140625,0.92578125,FALSE,FALSE,FALSE,0,0,0,0
8745,400,608174080,473956352,1002438656,0.56640625,0.44140625,0.93359375,FALSE,FALSE,FALSE,0,0,0,0
17846,808,608174080,473956352,1061158912,0.56640625,0.44140625,0.98828125,FALSE,FALSE,FALSE,0,0,0,0
17847,808,608174080,473956352,1069547520,0.56640625,0.44140625,0.99609375,FALSE,FALSE,FALSE,0,0,0,0
12596,574,608174080,482344960,322961408,0.56640625,0.44921875,0.30078125,FALSE,FALSE,FALSE,0,0,0,0
12597,574,608174080,482344960,331350016,0.56640625,0.44921875,0.30859375,FALSE,FALSE,FALSE,0,0,0,0
19075,861,608174080,482344960,390070272,0.56640625,0.44921875,0.36328125,FALSE,FALSE,FALSE,0,0,0,0
19076,861,608174080,482344960,398458880,0.56640625,0.44921875,0.37109375,FALSE,FALSE,FALSE,0,0,0,0
13351,607,608174080,482344960,658505728,0.56640625,0.44921875,0.61328125,FALSE,FALSE,FALSE,0,0,0,0
13352,607,608174080,482344960,666894336,0.56640625,0.44921875,0.62109375,FALSE,FALSE,FALSE,0,0,0,0
21811,986,608174080,482344960,792723456,0.56640625,0.44921875,0.73828125,FALSE,FALSE,FALSE,0,0,0,0
21812,986,608174080,482344960,801112064,0.56640625,0.44921875,0.74609375,FALSE,FALSE,FALSE,0,0,0,0
11303,514,608174080,482344960,859832320,0.56640625,0.44921875,0.80078125,FALSE,FALSE,FALSE,0,0,0,0
11304,514,608174080,482344960,868220928,0.56640625,0.44921875,0.80859375,FALSE,FALSE,FALSE,0,0,0,0
8746,400,608174080,482344960,994050048,0.56640625,0.44921875,0.92578125,FALSE,FALSE,FALSE,0,0,0,0
8747,400,608174080,482344960,1002438656,0.56640625,0.44921875,0.93359375,FALSE,FALSE,FALSE,0,0,0,0
17848,808,608174080,482344960,1061158912,0.56640625,0.44921875,0.98828125,FALSE,FALSE,FALSE,0,0,0,0
17849,808,608174080,482344960,1069547520,0.56640625,0.44921875,0.99609375,FALSE,FALSE,FALSE,0,0,0,0
18221,824,608174080,490733568,910163968,0.56640625,0.45703125,0.84765625,FALSE,FALSE,FALSE,0,0,0,0
18222,824,608174080,490733568,918552576,0.56640625,0.45703125,0.85546875,FALSE,FALSE,FALSE,0,0,0,0
20030,904,608174080,490733568,926941184,0.56640625,0.45703125,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
20031,904,608174080,490733568,935329792,0.56640625,0.45703125,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
18223,824,608174080,499122176,910163968,0.56640625,0.46484375,0.84765625,FALSE,FALSE,FALSE,0,0,0,0
18224,824,608174080,499122176,918552576,0.56640625,0.46484375,0.85546875,FALSE,FALSE,FALSE,0,0,0,0
20032,904,608174080,499122176,926941184,0.56640625,0.46484375,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
20033,904,608174080,499122176,935329792,0.56640625,0.46484375,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
21678,980,608174080,507510784,356515840,0.56640625,0.47265625,0.33203125,FALSE,FALSE,FALSE,0,0,0,0
21679,980,608174080,507510784,364904448,0.56640625,0.47265625,0.33984375,FALSE,FALSE,FALSE,0,0,0,0
12542,572,608174080,507510784,759169024,0.56640625,0.47265625,0.70703125,FALSE,FALSE,FALSE,0,0,0,0
12543,572,608174080,507510784,767557632,0.56640625,0.47265625,0.71484375,FALSE,FALSE,FALSE,0,0,0,0
13846,630,608174080,507510784,792723456,0.56640625,0.47265625,0.73828125,FALSE,FALSE,FALSE,0,0,0,0
13847,630,608174080,507510784,801112064,0.56640625,0.47265625,0.74609375,FALSE,FALSE,FALSE,0,0,0,0
13466,612,608174080,507510784,893386752,0.56640625,0.47265625,0.83203125,FALSE,FALSE,FALSE,0,0,0,0
13467,612,608174080,507510784,901775360,0.56640625,0.47265625,0.83984375,FALSE,FALSE,FALSE,0,0,0,0
21872,989,608174080,507510784,960495616,0.56640625,0.47265625,0.89453125,FALSE,FALSE,FALSE,0,0,0,0
21873,989,608174080,507510784,968884224,0.56640625,0.47265625,0.90234375,FALSE,FALSE,FALSE,0,0,0,0
14418,656,608174080,507510784,994050048,0.56640625,0.47265625,0.92578125,FALSE,FALSE,FALSE,0,0,0,0
14419,656,608174080,507510784,1002438656,0.56640625,0.47265625,0.93359375,FALSE,FALSE,FALSE,0,0,0,0
21680,980,608174080,515899392,356515840,0.56640625,0.48046875,0.33203125,FALSE,FALSE,FALSE,0,0,0,0
21681,980,608174080,515899392,364904448,0.56640625,0.48046875,0.33984375,FALSE,FALSE,FALSE,0,0,0,0
12544,572,608174080,515899392,759169024,0.56640625,0.48046875,0.70703125,FALSE,FALSE,FALSE,0,0,0,0
12545,572,608174080,515899392,767557632,0.56640625,0.48046875,0.71484375,FALSE,FALSE,FALSE,0,0,0,0
13848,630,608174080,515899392,792723456,0.56640625,0.48046875,0.73828125,FALSE,FALSE,FALSE,0,0,0,0
13849,630,608174080,515899392,801112064,0.56640625,0.48046875,0.74609375,FALSE,FALSE,FALSE,0,0,0,0
13468,612,608174080,515899392,893386752,0.56640625,0.48046875,0.83203125,FALSE,FALSE,FALSE,0,0,0,0
13469,612,608174080,515899392,901775360,0.56640625,0.48046875,0.83984375,FALSE,FALSE,FALSE,0,0,0,0
21874,989,608174080,515899392,960495616,0.56640625,0.48046875,0.89453125,FALSE,FALSE,FALSE,0,0,0,0
21875,989,608174080,515899392,968884224,0.56640625,0.48046875,0.90234375,FALSE,FALSE,FALSE,0,0,0,0
14420,656,608174080,515899392,994050048,0.56640625,0.48046875,0.92578125,FALSE,FALSE,FALSE,0,0,0,0
14421,656,608174080,515899392,1002438656,0.56640625,0.48046875,0.93359375,FALSE,FALSE,FALSE,0,0,0,0
15094,686,608174080,524288000,322961408,0.56640625,0.48828125,0.30078125,FALSE,FALSE,FALSE,0,0,0,0
15095,686,608174080,524288000,331350016,0.56640625,0.48828125,0.30859375,FALSE,FALSE,FALSE,0,0,0,0
20498,926,608174080,524288000,893386752,0.56640625,0.48828125,0.83203125,FALSE,FALSE,FALSE,0,0,0,0
20499,926,608174080,524288000,901775360,0.56640625,0.48828125,0.83984375,FALSE,FALSE,FALSE,0,0,0,0
17807,806,608174080,524288000,926941184,0.56640625,0.48828125,0.86328125,FALSE,FALSE,FALSE,0,0,0,0
17808,806,608174080,524288000,935329792,0.56640625,0.48828125,0.87109375,FALSE,FALSE,FALSE,0,0,0,0
15096,686,608174080,532676608,322961408,0.56640625,0.49609375,0.30078125,FALSE,FALSE,FALSE,0,0,0,0
