"sequence","generation","i1","i2","i3","x1","x2","x3","compute","measure","probed","s1","s2","s3","s"
4446,202,624951296,1019215872,666894336,0.58203125,0.94921875,0.62109375,FALSE,FALSE,FALSE,0.00790421450796687,0.0430142739124411,0.0204306294986728,0.2626881600741
3695,168,624951296,1027604480,641728512,0.58203125,0.95703125,0.59765625,FALSE,FALSE,FALSE,0.00835968444191852,0.0452226107360915,0.0217376765111327,0.276174472506328
3696,168,624951296,1027604480,650117120,0.58203125,0.95703125,0.60546875,FALSE,FALSE,FALSE,0.000219146018304481,1.10282432444603e-05,5.70445232281252e-05,0.00187339718036663
2857,132,624951296,1027604480,658505728,0.58203125,0.95703125,0.61328125,FALSE,FALSE,FALSE,0.00800703612788726,0.0462697018914356,0.0212113759164246,0.282569057931322
2858,132,624951296,1027604480,666894336,0.58203125,0.95703125,0.62109375,FALSE,FALSE,FALSE,0.000227306569736866,1.01916050688618e-05,6.00382359828904e-05,0.00194315867620373
3697,168,624951296,1035993088,641728512,0.58203125,0.96484375,0.59765625,FALSE,FALSE,FALSE,0.000212637436298937,1.14243634434562e-05,5.47050125778926e-05,0.00181775775204523
3698,168,624951296,1035993088,650117120,0.58203125,0.96484375,0.60546875,FALSE,FALSE,FALSE,0.000220729371827625,1.06428089130892e-05,5.75931381029615e-05,0.00188693267623705
2859,132,624951296,1035993088,658505728,0.58203125,0.96484375,0.61328125,FALSE,FALSE,FALSE,0.000228815425696875,9.84794995533665e-06,6.0597182431527e-05,0.00195605732032663
2860,132,624951296,1035993088,666894336,0.58203125,0.96484375,0.62109375,FALSE,FALSE,FALSE,0.000236834980734224,9.14900624458452e-06,6.37130658070755e-05,0.00202461349082429
5192,237,624951296,1044381696,574619648,0.58203125,0.97265625,0.53515625,FALSE,FALSE,FALSE,0.00773201920987056,0.0395726721683304,0.020336200382469,0.241670299079665
5193,237,624951296,1044381696,583008256,0.58203125,0.97265625,0.54296875,FALSE,FALSE,FALSE,0.000162522246065998,1.70631800672739e-05,3.86324999647382e-05,0.00138934177258865
4338,197,624951296,1044381696,624951296,0.58203125,0.97265625,0.58203125,FALSE,FALSE,FALSE,0.00832320427345338,0.0446282437567386,0.0216285921156613,0.272544673511398
4339,197,624951296,1044381696,633339904,0.58203125,0.97265625,0.58984375,FALSE,FALSE,FALSE,0.000199962310521274,1.23369458238772e-05,5.02965763426296e-05,0.00170940285207313
2878,133,624951296,1044381696,658505728,0.58203125,0.97265625,0.61328125,FALSE,FALSE,FALSE,0.00788033025261178,0.0460675625519584,0.0209850339494646,0.281334593035461
2879,133,624951296,1044381696,666894336,0.58203125,0.97265625,0.62109375,FALSE,FALSE,FALSE,0.000231697473547709,9.20203630738931e-06,6.17099953676348e-05,0.00198069486728828
4405,200,624951296,1044381696,759169024,0.58203125,0.97265625,0.70703125,FALSE,FALSE,FALSE,0.00334073026172297,0.0407188980896892,0.0137393657432369,0.248670300496029
4406,200,624951296,1044381696,767557632,0.58203125,0.97265625,0.71484375,FALSE,FALSE,FALSE,0.00028556875465723,3.75394397841606e-05,0.000101746443350248,0.00244122025996547
5194,237,624951296,1052770304,574619648,0.58203125,0.98046875,0.53515625,FALSE,FALSE,FALSE,0.000153925450774703,1.81854356305042e-05,3.62135801661646e-05,0.00131585099149435
5195,237,624951296,1052770304,583008256,0.58203125,0.98046875,0.54296875,FALSE,FALSE,FALSE,0.00016084733208869,1.75381396197424e-05,3.82022267718354e-05,0.00137502356071
4340,197,624951296,1052770304,624951296,0.58203125,0.98046875,0.58203125,FALSE,FALSE,FALSE,0.000206235760107353,1.19118727217982e-05,5.24545445743485e-05,0.00176303222146192
4341,197,624951296,1052770304,633339904,0.58203125,0.98046875,0.58984375,FALSE,FALSE,FALSE,0.000207864739784232,1.14562147357661e-05,5.29810167399606e-05,0.00177695775822116
2880,133,624951296,1052770304,658505728,0.58203125,0.98046875,0.61328125,FALSE,FALSE,FALSE,0.000230279699943666,9.52740220055604e-06,6.11545032860296e-05,0.00196857485209127
2881,133,624951296,1052770304,666894336,0.58203125,0.98046875,0.62109375,FALSE,FALSE,FALSE,0.000238197790894549,8.80932443662134e-06,6.42776596326886e-05,0.00203626364413979
4407,200,624951296,1052770304,759169024,0.58203125,0.98046875,0.70703125,FALSE,FALSE,FALSE,0.00364260408270769,0.0417295775482211,0.0142392356310434,0.254842519697656
4408,200,624951296,1052770304,767557632,0.58203125,0.98046875,0.71484375,FALSE,FALSE,FALSE,0.000284407999031735,4.0961127031784e-05,0.000104313353033783,0.00243129739514355
4359,198,624951296,1061158912,608174080,0.58203125,0.98828125,0.56640625,FALSE,FALSE,FALSE,0.00812458606978482,0.0427025320346498,0.0211284491651439,0.260784352504042
4360,198,624951296,1061158912,616562688,0.58203125,0.98828125,0.57421875,FALSE,FALSE,FALSE,0.00019383831541988,1.276965973217e-05,4.82358068960195e-05,0.00165705111306234
3302,151,624951296,1061158912,624951296,0.58203125,0.98828125,0.58203125,FALSE,FALSE,FALSE,0.00810666378705989,0.0443216539580623,0.0211912966791079,0.270672329687213
3303,151,624951296,1061158912,633339904,0.58203125,0.98828125,0.58984375,FALSE,FALSE,FALSE,0.000201592000652358,1.19067462512163e-05,5.0805637452862e-05,0.00172333446223911
3107,143,624951296,1061158912,641728512,0.58203125,0.98828125,0.59765625,FALSE,FALSE,FALSE,0.00802127213974272,0.0447186987687169,0.0210777687474616,0.273097082247029
3108,143,624951296,1061158912,650117120,0.58203125,0.98828125,0.60546875,FALSE,FALSE,FALSE,0.000225240276543211,9.54994810874418e-06,5.92325257197131e-05,0.00192549471008309
2924,135,624951296,1061158912,658505728,0.58203125,0.98828125,0.61328125,FALSE,FALSE,FALSE,0.00746363766208854,0.045400718245422,0.0202651566953121,0.277262175021466
2925,135,624951296,1061158912,666894336,0.58203125,0.98828125,0.62109375,FALSE,FALSE,FALSE,0.000233066801957474,8.87188059985896e-06,6.22634516713005e-05,0.00199240074267537
5166,236,624951296,1061158912,742391808,0.58203125,0.98828125,0.69140625,FALSE,FALSE,FALSE,0.0038624596111678,0.0420729284412017,0.014774724045593,0.256939363515606
5167,236,624951296,1061158912,750780416,0.58203125,0.98828125,0.69921875,FALSE,FALSE,FALSE,0.000285625527693382,3.42330138142554e-05,9.90550843330955e-05,0.00244170559137451
4361,198,624951296,1069547520,608174080,0.58203125,0.99609375,0.56640625,FALSE,FALSE,FALSE,0.000186187438294537,1.37173477093943e-05,4.57744872230415e-05,0.00159164663186371
4362,198,624951296,1069547520,616562688,0.58203125,0.99609375,0.57421875,FALSE,FALSE,FALSE,0.00018784043952912,1.32292315721037e-05,4.6255128478428e-05,0.00160577751991712
3304,151,624951296,1069547520,624951296,0.58203125,0.99609375,0.58203125,FALSE,FALSE,FALSE,0.0002094552326512,1.10299252110147e-05,5.35037673743486e-05,0.0017905542856663
3305,151,624951296,1069547520,633339904,0.58203125,0.99609375,0.58984375,FALSE,FALSE,FALSE,0.000211012571972259,1.06659700702403e-05,5.40261877760789e-05,0.00180386739587254
3109,143,624951296,1069547520,641728512,0.58203125,0.99609375,0.59765625,FALSE,FALSE,FALSE,0.000217350466633528,1.0285435808029e-05,5.63114478468789e-05,0.00185804768205682
3110,143,624951296,1069547520,650117120,0.58203125,0.99609375,0.60546875,FALSE,FALSE,FALSE,0.000218847015208011,9.89875026662906e-06,5.68453981491056e-05,0.00187084111495333
2926,135,624951296,1069547520,658505728,0.58203125,0.99609375,0.61328125,FALSE,FALSE,FALSE,0.00024076191730439,8.2448003280846e-06,6.53987303922335e-05,0.00205818339985091
2927,135,624951296,1069547520,666894336,0.58203125,0.99609375,0.62109375,FALSE,FALSE,FALSE,0.00023438571322312,8.5369661113778e-06,6.28146606132821e-05,0.0020036756207924
5168,236,624951296,1069547520,742391808,0.58203125,0.99609375,0.69140625,FALSE,FALSE,FALSE,0.000286152849122645,2.97945436132085e-05,9.59135528278821e-05,0.00244621346464718
5169,236,624951296,1069547520,750780416,0.58203125,0.99609375,0.69921875,FALSE,FALSE,FALSE,0.000284711656685155,3.10507178923844e-05,9.62721087930571e-05,0.0024338932506198
4637,210,629145600,243269632,813694976,0.5859375,0.2265625,0.7578125,FALSE,FALSE,FALSE,0,0,0,0
4638,210,629145600,243269632,830472192,0.5859375,0.2265625,0.7734375,FALSE,FALSE,FALSE,0.0110509514164738,0.0702743703536048,0.0220131975422682,0.265238904273557
4473,203,629145600,243269632,847249408,0.5859375,0.2265625,0.7890625,FALSE,FALSE,FALSE,0,0,0,0
4474,203,629145600,243269632,864026624,0.5859375,0.2265625,0.8046875,FALSE,FALSE,FALSE,0.0268638408391473,0.0611431868992572,0.0173406632526345,0.230774773439438
4639,210,629145600,260046848,813694976,0.5859375,0.2421875,0.7578125,FALSE,FALSE,FALSE,0.0110509514164738,0.0702743703536048,0.0220131975422682,0.265238904273557
4640,210,629145600,260046848,830472192,0.5859375,0.2421875,0.7734375,FALSE,FALSE,FALSE,0.016501398677819,0.0672639118084374,0.0203540544542883,0.25387642999078
4475,203,629145600,260046848,847249408,0.5859375,0.2421875,0.7890625,FALSE,FALSE,FALSE,0.0218919953082039,0.0639501735931208,0.0186453635203336,0.24136927711474
4476,203,629145600,260046848,864026624,0.5859375,0.2421875,0.8046875,FALSE,FALSE,FALSE,0.0268638408391473,0.0611431868992572,0.0173406632526345,0.230774773439438
4962,NA,629145600,268435456,654311424,0.5859375,0.25,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4963,NA,629145600,268435456,662700032,0.5859375,0.25,0.6171875,FALSE,FALSE,FALSE,NA,NA,NA,NA
4964,NA,629145600,268435456,671088640,0.5859375,0.25,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
2266,102,629145600,276824064,645922816,0.5859375,0.2578125,0.6015625,FALSE,FALSE,FALSE,0,0,0,0
4965,NA,629145600,276824064,654311424,0.5859375,0.2578125,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2267,102,629145600,276824064,662700032,0.5859375,0.2578125,0.6171875,FALSE,FALSE,TRUE,0.0159405259748671,0.084466920241294,0.0409983673944635,0.318806319564747
4966,NA,629145600,276824064,671088640,0.5859375,0.2578125,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4244,NA,629145600,285212672,637534208,0.5859375,0.265625,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4245,NA,629145600,285212672,645922816,0.5859375,0.265625,0.6015625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4027,NA,629145600,285212672,654311424,0.5859375,0.265625,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4028,NA,629145600,285212672,662700032,0.5859375,0.265625,0.6171875,FALSE,FALSE,FALSE,NA,NA,NA,NA
4029,NA,629145600,285212672,671088640,0.5859375,0.265625,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4246,NA,629145600,293601280,637534208,0.5859375,0.2734375,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2268,102,629145600,293601280,645922816,0.5859375,0.2734375,0.6015625,FALSE,FALSE,TRUE,0.0157014833935312,0.0864357725276423,0.0407098378368968,0.326237424539148
4030,NA,629145600,293601280,654311424,0.5859375,0.2734375,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2269,102,629145600,293601280,662700032,0.5859375,0.2734375,0.6171875,FALSE,FALSE,TRUE,0.0157014833935312,0.0864357725276423,0.0407098378368968,0.326237424539148
4031,NA,629145600,293601280,671088640,0.5859375,0.2734375,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4247,NA,629145600,301989888,637534208,0.5859375,0.28125,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4248,NA,629145600,301989888,645922816,0.5859375,0.28125,0.6015625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4032,NA,629145600,301989888,654311424,0.5859375,0.28125,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4033,NA,629145600,301989888,662700032,0.5859375,0.28125,0.6171875,FALSE,FALSE,FALSE,NA,NA,NA,NA
4034,NA,629145600,301989888,671088640,0.5859375,0.28125,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4996,NA,629145600,335544320,654311424,0.5859375,0.3125,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4997,NA,629145600,335544320,662700032,0.5859375,0.3125,0.6171875,FALSE,FALSE,FALSE,NA,NA,NA,NA
4998,NA,629145600,335544320,671088640,0.5859375,0.3125,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
2954,136,629145600,343932928,578813952,0.5859375,0.3203125,0.5390625,FALSE,FALSE,FALSE,0,0,0,0
2955,136,629145600,343932928,595591168,0.5859375,0.3203125,0.5546875,FALSE,FALSE,FALSE,0.0142999863369048,0.0715898958697101,0.0373354721139822,0.270204136187837
2245,101,629145600,343932928,645922816,0.5859375,0.3203125,0.6015625,FALSE,FALSE,FALSE,0,0,0,0
4999,NA,629145600,343932928,654311424,0.5859375,0.3203125,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2246,101,629145600,343932928,662700032,0.5859375,0.3203125,0.6171875,FALSE,FALSE,TRUE,0.0159405259748671,0.084466920241294,0.0409983673944635,0.318806319564747
5000,NA,629145600,343932928,671088640,0.5859375,0.3203125,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4499,204,629145600,343932928,847249408,0.5859375,0.3203125,0.7890625,FALSE,FALSE,FALSE,0,0,0,0
4500,204,629145600,343932928,864026624,0.5859375,0.3203125,0.8046875,FALSE,FALSE,FALSE,0.0218919953082039,0.0639501735931208,0.0186453635203336,0.24136927711474
4105,NA,629145600,352321536,637534208,0.5859375,0.328125,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4106,NA,629145600,352321536,645922816,0.5859375,0.328125,0.6015625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4107,NA,629145600,352321536,654311424,0.5859375,0.328125,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4223,NA,629145600,352321536,662700032,0.5859375,0.328125,0.6171875,FALSE,FALSE,FALSE,NA,NA,NA,NA
4224,NA,629145600,352321536,671088640,0.5859375,0.328125,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
2956,136,629145600,360710144,578813952,0.5859375,0.3359375,0.5390625,FALSE,FALSE,FALSE,0.0149724494085191,0.0753449017200414,0.0387902091311261,0.284376780243859
2957,136,629145600,360710144,595591168,0.5859375,0.3359375,0.5546875,FALSE,FALSE,FALSE,0.0149724494085191,0.0753449017200414,0.0387902091311261,0.284376780243859
4108,NA,629145600,360710144,637534208,0.5859375,0.3359375,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2247,101,629145600,360710144,645922816,0.5859375,0.3359375,0.6015625,FALSE,FALSE,TRUE,0.0157014833935312,0.0864357725276423,0.0407098378368968,0.326237424539148
4109,NA,629145600,360710144,654311424,0.5859375,0.3359375,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2248,101,629145600,360710144,662700032,0.5859375,0.3359375,0.6171875,FALSE,FALSE,TRUE,0.0157014833935312,0.0864357725276423,0.0407098378368968,0.326237424539148
4225,NA,629145600,360710144,671088640,0.5859375,0.3359375,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4501,204,629145600,360710144,847249408,0.5859375,0.3359375,0.7890625,FALSE,FALSE,FALSE,0.0268638408391473,0.0611431868992572,0.0173406632526345,0.230774773439438
4502,204,629145600,360710144,864026624,0.5859375,0.3359375,0.8046875,FALSE,FALSE,FALSE,0.0268638408391473,0.0611431868992572,0.0173406632526345,0.230774773439438
4110,NA,629145600,369098752,637534208,0.5859375,0.34375,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4111,NA,629145600,369098752,645922816,0.5859375,0.34375,0.6015625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4112,NA,629145600,369098752,654311424,0.5859375,0.34375,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4226,NA,629145600,369098752,662700032,0.5859375,0.34375,0.6171875,FALSE,FALSE,FALSE,NA,NA,NA,NA
4227,NA,629145600,369098752,671088640,0.5859375,0.34375,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4808,NA,629145600,402653184,654311424,0.5859375,0.375,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4809,NA,629145600,402653184,662700032,0.5859375,0.375,0.6171875,FALSE,FALSE,FALSE,NA,NA,NA,NA
4810,NA,629145600,402653184,671088640,0.5859375,0.375,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
2204,99,629145600,411041792,645922816,0.5859375,0.3828125,0.6015625,FALSE,FALSE,FALSE,0,0,0,0
4811,NA,629145600,411041792,654311424,0.5859375,0.3828125,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2205,99,629145600,411041792,662700032,0.5859375,0.3828125,0.6171875,FALSE,FALSE,TRUE,0.0159405259748671,0.084466920241294,0.0409983673944635,0.318806319564747
4812,NA,629145600,411041792,671088640,0.5859375,0.3828125,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
1847,83,629145600,411041792,780140544,0.5859375,0.3828125,0.7265625,FALSE,FALSE,FALSE,0,0,0,0
1848,83,629145600,411041792,796917760,0.5859375,0.3828125,0.7421875,FALSE,FALSE,FALSE,0.00633011764240414,0.0774830731056481,0.0259176641049417,0.292446951952459
4575,207,629145600,411041792,847249408,0.5859375,0.3828125,0.7890625,FALSE,FALSE,FALSE,0,0,0,0
4576,207,629145600,411041792,864026624,0.5859375,0.3828125,0.8046875,FALSE,FALSE,FALSE,0.0218919953082039,0.0639501735931208,0.0186453635203336,0.24136927711474
4130,NA,629145600,419430400,637534208,0.5859375,0.390625,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4131,NA,629145600,419430400,645922816,0.5859375,0.390625,0.6015625,FALSE,FALSE,FALSE,NA,NA,NA,NA
3981,NA,629145600,419430400,654311424,0.5859375,0.390625,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3982,NA,629145600,419430400,662700032,0.5859375,0.390625,0.6171875,FALSE,FALSE,FALSE,NA,NA,NA,NA
3983,NA,629145600,419430400,671088640,0.5859375,0.390625,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4132,NA,629145600,427819008,637534208,0.5859375,0.3984375,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2206,99,629145600,427819008,645922816,0.5859375,0.3984375,0.6015625,FALSE,FALSE,TRUE,0.0157014833935312,0.0864357725276423,0.0407098378368968,0.326237424539148
3984,NA,629145600,427819008,654311424,0.5859375,0.3984375,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2207,99,629145600,427819008,662700032,0.5859375,0.3984375,0.6171875,FALSE,FALSE,TRUE,0.0157014833935312,0.0864357725276423,0.0407098378368968,0.326237424539148
3985,NA,629145600,427819008,671088640,0.5859375,0.3984375,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
1849,83,629145600,427819008,780140544,0.5859375,0.3984375,0.7265625,FALSE,FALSE,FALSE,0.00580021553450185,0.0739852876043142,0.0238293287541979,0.279245143254786
1850,83,629145600,427819008,796917760,0.5859375,0.3984375,0.7421875,FALSE,FALSE,FALSE,0.00580021553450185,0.0739852876043142,0.0238293287541979,0.279245143254786
4577,207,629145600,427819008,847249408,0.5859375,0.3984375,0.7890625,FALSE,FALSE,FALSE,0.0268638408391473,0.0611431868992572,0.0173406632526345,0.230774773439438
4578,207,629145600,427819008,864026624,0.5859375,0.3984375,0.8046875,FALSE,FALSE,FALSE,0.0268638408391473,0.0611431868992572,0.0173406632526345,0.230774773439438
4133,NA,629145600,436207616,637534208,0.5859375,0.40625,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4134,NA,629145600,436207616,645922816,0.5859375,0.40625,0.6015625,FALSE,FALSE,FALSE,NA,NA,NA,NA
3986,NA,629145600,436207616,654311424,0.5859375,0.40625,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3987,NA,629145600,436207616,662700032,0.5859375,0.40625,0.6171875,FALSE,FALSE,FALSE,NA,NA,NA,NA
3988,NA,629145600,436207616,671088640,0.5859375,0.40625,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
5057,NA,629145600,436207616,754974720,0.5859375,0.40625,0.703125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5058,NA,629145600,436207616,763363328,0.5859375,0.40625,0.7109375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5059,NA,629145600,436207616,771751936,0.5859375,0.40625,0.71875,FALSE,FALSE,FALSE,NA,NA,NA,NA
4777,NA,629145600,444596224,637534208,0.5859375,0.4140625,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
1632,73,629145600,444596224,645922816,0.5859375,0.4140625,0.6015625,FALSE,FALSE,TRUE,0.0159405259748671,0.084466920241294,0.0409983673944635,0.318806319564747
4778,NA,629145600,444596224,654311424,0.5859375,0.4140625,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
1633,73,629145600,444596224,662700032,0.5859375,0.4140625,0.6171875,FALSE,FALSE,FALSE,0,0,0,0
1870,84,629145600,444596224,746586112,0.5859375,0.4140625,0.6953125,FALSE,FALSE,FALSE,0,0,0,0
5060,NA,629145600,444596224,754974720,0.5859375,0.4140625,0.703125,FALSE,FALSE,FALSE,NA,NA,NA,NA
1871,84,629145600,444596224,763363328,0.5859375,0.4140625,0.7109375,FALSE,FALSE,TRUE,0.00870914551019311,0.0843010665700906,0.0302848136763431,0.318180332511453
5061,NA,629145600,444596224,771751936,0.5859375,0.4140625,0.71875,FALSE,FALSE,FALSE,NA,NA,NA,NA
2748,127,629145600,444596224,780140544,0.5859375,0.4140625,0.7265625,FALSE,FALSE,FALSE,0,0,0,0
2749,127,629145600,444596224,796917760,0.5859375,0.4140625,0.7421875,FALSE,FALSE,FALSE,0.00580021553450185,0.0739852876043142,0.0238293287541979,0.279245143254786
4595,208,629145600,444596224,813694976,0.5859375,0.4140625,0.7578125,FALSE,FALSE,FALSE,0.016501398677819,0.0672639118084374,0.0203540544542883,0.25387642999078
4596,208,629145600,444596224,830472192,0.5859375,0.4140625,0.7734375,FALSE,FALSE,FALSE,0,0,0,0
4779,NA,629145600,452984832,637534208,0.5859375,0.421875,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4780,NA,629145600,452984832,645922816,0.5859375,0.421875,0.6015625,FALSE,FALSE,FALSE,NA,NA,NA,NA
3930,NA,629145600,452984832,654311424,0.5859375,0.421875,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3931,NA,629145600,452984832,662700032,0.5859375,0.421875,0.6171875,FALSE,FALSE,FALSE,NA,NA,NA,NA
3932,NA,629145600,452984832,671088640,0.5859375,0.421875,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
5130,NA,629145600,452984832,738197504,0.5859375,0.421875,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
5131,NA,629145600,452984832,746586112,0.5859375,0.421875,0.6953125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5062,NA,629145600,452984832,754974720,0.5859375,0.421875,0.703125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5063,NA,629145600,452984832,763363328,0.5859375,0.421875,0.7109375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5064,NA,629145600,452984832,771751936,0.5859375,0.421875,0.71875,FALSE,FALSE,FALSE,NA,NA,NA,NA
1634,73,629145600,461373440,645922816,0.5859375,0.4296875,0.6015625,FALSE,FALSE,FALSE,0,0,0,0
3933,NA,629145600,461373440,654311424,0.5859375,0.4296875,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
1635,73,629145600,461373440,662700032,0.5859375,0.4296875,0.6171875,FALSE,FALSE,TRUE,0.0157014833935312,0.0864357725276423,0.0407098378368968,0.326237424539148
3934,NA,629145600,461373440,671088640,0.5859375,0.4296875,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
5132,NA,629145600,461373440,738197504,0.5859375,0.4296875,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
1872,84,629145600,461373440,746586112,0.5859375,0.4296875,0.6953125,FALSE,FALSE,TRUE,0.00870914551019311,0.0843010665700906,0.0302848136763431,0.318180332511453
5133,NA,629145600,461373440,754974720,0.5859375,0.4296875,0.703125,FALSE,FALSE,FALSE,NA,NA,NA,NA
1873,84,629145600,461373440,763363328,0.5859375,0.4296875,0.7109375,FALSE,FALSE,FALSE,0.00742023189411955,0.081282012646324,0.0279899824165411,0.306785416404011
2750,127,629145600,461373440,780140544,0.5859375,0.4296875,0.7265625,FALSE,FALSE,FALSE,0.00633011764240414,0.0774830731056481,0.0259176641049417,0.292446951952459
2751,127,629145600,461373440,796917760,0.5859375,0.4296875,0.7421875,FALSE,FALSE,FALSE,0.00580021553450185,0.0739852876043142,0.0238293287541979,0.279245143254786
4597,208,629145600,461373440,813694976,0.5859375,0.4296875,0.7578125,FALSE,FALSE,FALSE,0,0,0,0
4598,208,629145600,461373440,830472192,0.5859375,0.4296875,0.7734375,FALSE,FALSE,FALSE,0.016501398677819,0.0672639118084374,0.0203540544542883,0.25387642999078
4310,NA,629145600,469762048,637534208,0.5859375,0.4375,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4311,NA,629145600,469762048,645922816,0.5859375,0.4375,0.6015625,FALSE,FALSE,FALSE,NA,NA,NA,NA
3935,NA,629145600,469762048,654311424,0.5859375,0.4375,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3936,NA,629145600,469762048,662700032,0.5859375,0.4375,0.6171875,FALSE,FALSE,FALSE,NA,NA,NA,NA
3937,NA,629145600,469762048,671088640,0.5859375,0.4375,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
3490,NA,629145600,469762048,721420288,0.5859375,0.4375,0.671875,FALSE,FALSE,FALSE,NA,NA,NA,NA
3491,NA,629145600,469762048,729808896,0.5859375,0.4375,0.6796875,FALSE,FALSE,FALSE,NA,NA,NA,NA
3492,NA,629145600,469762048,738197504,0.5859375,0.4375,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
5134,NA,629145600,469762048,746586112,0.5859375,0.4375,0.6953125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5135,NA,629145600,469762048,754974720,0.5859375,0.4375,0.703125,FALSE,FALSE,FALSE,NA,NA,NA,NA
3049,140,629145600,478150656,578813952,0.5859375,0.4453125,0.5390625,FALSE,FALSE,FALSE,0.0149724494085191,0.0753449017200414,0.0387902091311261,0.284376780243859
3050,140,629145600,478150656,595591168,0.5859375,0.4453125,0.5546875,FALSE,FALSE,FALSE,0,0,0,0
4312,NA,629145600,478150656,637534208,0.5859375,0.4453125,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2147,96,629145600,478150656,645922816,0.5859375,0.4453125,0.6015625,FALSE,FALSE,TRUE,0.0157014833935312,0.0864357725276423,0.0407098378368968,0.326237424539148
4313,NA,629145600,478150656,654311424,0.5859375,0.4453125,0.609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2148,96,629145600,478150656,662700032,0.5859375,0.4453125,0.6171875,FALSE,FALSE,FALSE,0,0,0,0
1169,51,629145600,478150656,713031680,0.5859375,0.4453125,0.6640625,FALSE,FALSE,FALSE,0,0,0,0
3493,NA,629145600,478150656,721420288,0.5859375,0.4453125,0.671875,FALSE,FALSE,FALSE,NA,NA,NA,NA
1170,51,629145600,478150656,729808896,0.5859375,0.4453125,0.6796875,FALSE,FALSE,TRUE,0.0122410454878036,0.0877641608129085,0.0356046802941036,0.331251204832887
3494,NA,629145600,478150656,738197504,0.5859375,0.4453125,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
