"case","x1","x2","x3"
304,0.6,0.5,0.2
305,0.7,0.5,0.2
306,0.8,0.5,0.2
307,0.9,0.5,0.2
308,1,0.5,0.2
309,0,0.6,0.2
310,0.1,0.6,0.2
311,0.2,0.6,0.2
312,0.3,0.6,0.2
313,0.4,0.6,0.2
314,0.5,0.6,0.2
315,0.6,0.6,0.2
316,0.7,0.6,0.2
317,0.8,0.6,0.2
318,0.9,0.6,0.2
319,1,0.6,0.2
320,0,0.7,0.2
321,0.1,0.7,0.2
322,0.2,0.7,0.2
323,0.3,0.7,0.2
324,0.4,0.7,0.2
325,0.5,0.7,0.2
326,0.6,0.7,0.2
327,0.7,0.7,0.2
328,0.8,0.7,0.2
329,0.9,0.7,0.2
330,1,0.7,0.2
331,0,0.8,0.2
332,0.1,0.8,0.2
333,0.2,0.8,0.2
334,0.3,0.8,0.2
335,0.4,0.8,0.2
336,0.5,0.8,0.2
337,0.6,0.8,0.2
338,0.7,0.8,0.2
339,0.8,0.8,0.2
340,0.9,0.8,0.2
341,1,0.8,0.2
342,0,0.9,0.2
343,0.1,0.9,0.2
344,0.2,0.9,0.2
345,0.3,0.9,0.2
346,0.4,0.9,0.2
347,0.5,0.9,0.2
348,0.6,0.9,0.2
349,0.7,0.9,0.2
350,0.8,0.9,0.2
351,0.9,0.9,0.2
352,1,0.9,0.2
353,0,1,0.2
354,0.1,1,0.2
355,0.2,1,0.2
356,0.3,1,0.2
357,0.4,1,0.2
358,0.5,1,0.2
359,0.6,1,0.2
360,0.7,1,0.2
361,0.8,1,0.2
362,0.9,1,0.2
363,1,1,0.2
364,0,0,0.3
365,0.1,0,0.3
366,0.2,0,0.3
367,0.3,0,0.3
368,0.4,0,0.3
369,0.5,0,0.3
370,0.6,0,0.3
371,0.7,0,0.3
372,0.8,0,0.3
373,0.9,0,0.3
374,1,0,0.3
375,0,0.1,0.3
376,0.1,0.1,0.3
377,0.2,0.1,0.3
378,0.3,0.1,0.3
379,0.4,0.1,0.3
380,0.5,0.1,0.3
381,0.6,0.1,0.3
382,0.7,0.1,0.3
383,0.8,0.1,0.3
384,0.9,0.1,0.3
385,1,0.1,0.3
386,0,0.2,0.3
387,0.1,0.2,0.3
388,0.2,0.2,0.3
389,0.3,0.2,0.3
390,0.4,0.2,0.3
391,0.5,0.2,0.3
392,0.6,0.2,0.3
393,0.7,0.2,0.3
394,0.8,0.2,0.3
395,0.9,0.2,0.3
396,1,0.2,0.3
397,0,0.3,0.3
398,0.1,0.3,0.3
399,0.2,0.3,0.3
400,0.3,0.3,0.3
401,0.4,0.3,0.3
402,0.5,0.3,0.3
403,0.6,0.3,0.3
404,0.7,0.3,0.3
405,0.8,0.3,0.3
406,0.9,0.3,0.3
407,1,0.3,0.3
408,0,0.4,0.3
409,0.1,0.4,0.3
410,0.2,0.4,0.3
411,0.3,0.4,0.3
412,0.4,0.4,0.3
413,0.5,0.4,0.3
414,0.6,0.4,0.3
415,0.7,0.4,0.3
416,0.8,0.4,0.3
417,0.9,0.4,0.3
418,1,0.4,0.3
419,0,0.5,0.3
420,0.1,0.5,0.3
421,0.2,0.5,0.3
422,0.3,0.5,0.3
423,0.4,0.5,0.3
424,0.5,0.5,0.3
425,0.6,0.5,0.3
426,0.7,0.5,0.3
427,0.8,0.5,0.3
428,0.9,0.5,0.3
429,1,0.5,0.3
430,0,0.6,0.3
431,0.1,0.6,0.3
432,0.2,0.6,0.3
433,0.3,0.6,0.3
434,0.4,0.6,0.3
435,0.5,0.6,0.3
436,0.6,0.6,0.3
437,0.7,0.6,0.3
438,0.8,0.6,0.3
439,0.9,0.6,0.3
440,1,0.6,0.3
441,0,0.7,0.3
442,0.1,0.7,0.3
443,0.2,0.7,0.3
444,0.3,0.7,0.3
445,0.4,0.7,0.3
446,0.5,0.7,0.3
447,0.6,0.7,0.3
448,0.7,0.7,0.3
449,0.8,0.7,0.3
450,0.9,0.7,0.3
451,1,0.7,0.3
452,0,0.8,0.3
453,0.1,0.8,0.3
454,0.2,0.8,0.3
455,0.3,0.8,0.3
456,0.4,0.8,0.3
457,0.5,0.8,0.3
458,0.6,0.8,0.3
459,0.7,0.8,0.3
460,0.8,0.8,0.3
461,0.9,0.8,0.3
462,1,0.8,0.3
463,0,0.9,0.3
464,0.1,0.9,0.3
465,0.2,0.9,0.3
466,0.3,0.9,0.3
467,0.4,0.9,0.3
468,0.5,0.9,0.3
469,0.6,0.9,0.3
470,0.7,0.9,0.3
471,0.8,0.9,0.3
472,0.9,0.9,0.3
473,1,0.9,0.3
474,0,1,0.3
475,0.1,1,0.3
476,0.2,1,0.3
477,0.3,1,0.3
478,0.4,1,0.3
479,0.5,1,0.3
480,0.6,1,0.3
481,0.7,1,0.3
482,0.8,1,0.3
483,0.9,1,0.3
484,1,1,0.3
485,0,0,0.4
486,0.1,0,0.4
487,0.2,0,0.4
488,0.3,0,0.4
489,0.4,0,0.4
490,0.5,0,0.4
491,0.6,0,0.4
492,0.7,0,0.4
493,0.8,0,0.4
494,0.9,0,0.4
495,1,0,0.4
496,0,0.1,0.4
497,0.1,0.1,0.4
498,0.2,0.1,0.4
499,0.3,0.1,0.4
500,0.4,0.1,0.4
501,0.5,0.1,0.4
502,0.6,0.1,0.4
503,0.7,0.1,0.4
504,0.8,0.1,0.4
505,0.9,0.1,0.4
506,1,0.1,0.4
507,0,0.2,0.4
508,0.1,0.2,0.4
509,0.2,0.2,0.4
510,0.3,0.2,0.4
511,0.4,0.2,0.4
512,0.5,0.2,0.4
513,0.6,0.2,0.4
514,0.7,0.2,0.4
515,0.8,0.2,0.4
516,0.9,0.2,0.4
517,1,0.2,0.4
518,0,0.3,0.4
519,0.1,0.3,0.4
520,0.2,0.3,0.4
521,0.3,0.3,0.4
522,0.4,0.3,0.4
523,0.5,0.3,0.4
524,0.6,0.3,0.4
525,0.7,0.3,0.4
526,0.8,0.3,0.4
527,0.9,0.3,0.4
528,1,0.3,0.4
529,0,0.4,0.4
530,0.1,0.4,0.4
531,0.2,0.4,0.4
532,0.3,0.4,0.4
533,0.4,0.4,0.4
534,0.5,0.4,0.4
535,0.6,0.4,0.4
536,0.7,0.4,0.4
537,0.8,0.4,0.4
538,0.9,0.4,0.4
539,1,0.4,0.4
540,0,0.5,0.4
541,0.1,0.5,0.4
542,0.2,0.5,0.4
543,0.3,0.5,0.4
544,0.4,0.5,0.4
545,0.5,0.5,0.4
546,0.6,0.5,0.4
547,0.7,0.5,0.4
548,0.8,0.5,0.4
549,0.9,0.5,0.4
550,1,0.5,0.4
551,0,0.6,0.4
552,0.1,0.6,0.4
553,0.2,0.6,0.4
554,0.3,0.6,0.4
555,0.4,0.6,0.4
556,0.5,0.6,0.4
557,0.6,0.6,0.4
558,0.7,0.6,0.4
559,0.8,0.6,0.4
560,0.9,0.6,0.4
561,1,0.6,0.4
562,0,0.7,0.4
563,0.1,0.7,0.4
564,0.2,0.7,0.4
565,0.3,0.7,0.4
566,0.4,0.7,0.4
567,0.5,0.7,0.4
568,0.6,0.7,0.4
569,0.7,0.7,0.4
570,0.8,0.7,0.4
571,0.9,0.7,0.4
572,1,0.7,0.4
573,0,0.8,0.4
574,0.1,0.8,0.4
575,0.2,0.8,0.4
576,0.3,0.8,0.4
577,0.4,0.8,0.4
578,0.5,0.8,0.4
579,0.6,0.8,0.4
580,0.7,0.8,0.4
581,0.8,0.8,0.4
582,0.9,0.8,0.4
583,1,0.8,0.4
584,0,0.9,0.4
585,0.1,0.9,0.4
586,0.2,0.9,0.4
587,0.3,0.9,0.4
588,0.4,0.9,0.4
589,0.5,0.9,0.4
590,0.6,0.9,0.4
591,0.7,0.9,0.4
592,0.8,0.9,0.4
593,0.9,0.9,0.4
594,1,0.9,0.4
595,0,1,0.4
596,0.1,1,0.4
597,0.2,1,0.4
598,0.3,1,0.4
599,0.4,1,0.4
600,0.5,1,0.4
601,0.6,1,0.4
602,0.7,1,0.4
603,0.8,1,0.4
604,0.9,1,0.4
605,1,1,0.4
606,0,0,0.5
607,0.1,0,0.5
608,0.2,0,0.5
609,0.3,0,0.5
610,0.4,0,0.5
611,0.5,0,0.5
612,0.6,0,0.5
613,0.7,0,0.5
614,0.8,0,0.5
615,0.9,0,0.5
616,1,0,0.5
617,0,0.1,0.5
618,0.1,0.1,0.5
619,0.2,0.1,0.5
620,0.3,0.1,0.5
621,0.4,0.1,0.5
622,0.5,0.1,0.5
623,0.6,0.1,0.5
624,0.7,0.1,0.5
625,0.8,0.1,0.5
626,0.9,0.1,0.5
627,1,0.1,0.5
628,0,0.2,0.5
629,0.1,0.2,0.5
630,0.2,0.2,0.5
631,0.3,0.2,0.5
632,0.4,0.2,0.5
633,0.5,0.2,0.5
634,0.6,0.2,0.5
635,0.7,0.2,0.5
636,0.8,0.2,0.5
637,0.9,0.2,0.5
638,1,0.2,0.5
639,0,0.3,0.5
640,0.1,0.3,0.5
641,0.2,0.3,0.5
642,0.3,0.3,0.5
643,0.4,0.3,0.5
644,0.5,0.3,0.5
645,0.6,0.3,0.5
646,0.7,0.3,0.5
647,0.8,0.3,0.5
648,0.9,0.3,0.5
649,1,0.3,0.5
650,0,0.4,0.5
651,0.1,0.4,0.5
652,0.2,0.4,0.5
653,0.3,0.4,0.5
654,0.4,0.4,0.5
655,0.5,0.4,0.5
656,0.6,0.4,0.5
657,0.7,0.4,0.5
658,0.8,0.4,0.5
659,0.9,0.4,0.5
660,1,0.4,0.5
661,0,0.5,0.5
662,0.1,0.5,0.5
663,0.2,0.5,0.5
664,0.3,0.5,0.5
665,0.4,0.5,0.5
666,0.5,0.5,0.5
667,0.6,0.5,0.5
668,0.7,0.5,0.5
669,0.8,0.5,0.5
670,0.9,0.5,0.5
671,1,0.5,0.5
672,0,0.6,0.5
673,0.1,0.6,0.5
674,0.2,0.6,0.5
675,0.3,0.6,0.5
676,0.4,0.6,0.5
677,0.5,0.6,0.5
678,0.6,0.6,0.5
679,0.7,0.6,0.5
680,0.8,0.6,0.5
681,0.9,0.6,0.5
682,1,0.6,0.5
683,0,0.7,0.5
684,0.1,0.7,0.5
685,0.2,0.7,0.5
686,0.3,0.7,0.5
687,0.4,0.7,0.5
688,0.5,0.7,0.5
689,0.6,0.7,0.5
690,0.7,0.7,0.5
691,0.8,0.7,0.5
692,0.9,0.7,0.5
693,1,0.7,0.5
694,0,0.8,0.5
695,0.1,0.8,0.5
696,0.2,0.8,0.5
697,0.3,0.8,0.5
698,0.4,0.8,0.5
699,0.5,0.8,0.5
700,0.6,0.8,0.5
701,0.7,0.8,0.5
702,0.8,0.8,0.5
703,0.9,0.8,0.5
704,1,0.8,0.5
705,0,0.9,0.5
706,0.1,0.9,0.5
707,0.2,0.9,0.5
708,0.3,0.9,0.5
709,0.4,0.9,0.5
710,0.5,0.9,0.5
711,0.6,0.9,0.5
712,0.7,0.9,0.5
713,0.8,0.9,0.5
714,0.9,0.9,0.5
715,1,0.9,0.5
716,0,1,0.5
717,0.1,1,0.5
718,0.2,1,0.5
719,0.3,1,0.5
720,0.4,1,0.5
721,0.5,1,0.5
722,0.6,1,0.5
723,0.7,1,0.5
724,0.8,1,0.5
725,0.9,1,0.5
726,1,1,0.5
727,0,0,0.6
728,0.1,0,0.6
729,0.2,0,0.6
730,0.3,0,0.6
731,0.4,0,0.6
732,0.5,0,0.6
733,0.6,0,0.6
734,0.7,0,0.6
735,0.8,0,0.6
736,0.9,0,0.6
737,1,0,0.6
738,0,0.1,0.6
739,0.1,0.1,0.6
740,0.2,0.1,0.6
741,0.3,0.1,0.6
742,0.4,0.1,0.6
743,0.5,0.1,0.6
744,0.6,0.1,0.6
745,0.7,0.1,0.6
746,0.8,0.1,0.6
747,0.9,0.1,0.6
748,1,0.1,0.6
749,0,0.2,0.6
750,0.1,0.2,0.6
751,0.2,0.2,0.6
752,0.3,0.2,0.6
753,0.4,0.2,0.6
754,0.5,0.2,0.6
755,0.6,0.2,0.6
756,0.7,0.2,0.6
757,0.8,0.2,0.6
758,0.9,0.2,0.6
759,1,0.2,0.6
760,0,0.3,0.6
761,0.1,0.3,0.6
762,0.2,0.3,0.6
763,0.3,0.3,0.6
764,0.4,0.3,0.6
765,0.5,0.3,0.6
766,0.6,0.3,0.6
767,0.7,0.3,0.6
768,0.8,0.3,0.6
769,0.9,0.3,0.6
770,1,0.3,0.6
771,0,0.4,0.6
772,0.1,0.4,0.6
773,0.2,0.4,0.6
774,0.3,0.4,0.6
775,0.4,0.4,0.6
776,0.5,0.4,0.6
777,0.6,0.4,0.6
778,0.7,0.4,0.6
779,0.8,0.4,0.6
780,0.9,0.4,0.6
781,1,0.4,0.6
782,0,0.5,0.6
783,0.1,0.5,0.6
784,0.2,0.5,0.6
785,0.3,0.5,0.6
786,0.4,0.5,0.6
787,0.5,0.5,0.6
788,0.6,0.5,0.6
789,0.7,0.5,0.6
790,0.8,0.5,0.6
791,0.9,0.5,0.6
792,1,0.5,0.6
793,0,0.6,0.6
794,0.1,0.6,0.6
795,0.2,0.6,0.6
796,0.3,0.6,0.6
797,0.4,0.6,0.6
798,0.5,0.6,0.6
799,0.6,0.6,0.6
800,0.7,0.6,0.6
801,0.8,0.6,0.6
802,0.9,0.6,0.6
803,1,0.6,0.6
804,0,0.7,0.6
805,0.1,0.7,0.6
806,0.2,0.7,0.6
807,0.3,0.7,0.6
808,0.4,0.7,0.6
809,0.5,0.7,0.6
810,0.6,0.7,0.6
811,0.7,0.7,0.6
812,0.8,0.7,0.6
813,0.9,0.7,0.6
814,1,0.7,0.6
815,0,0.8,0.6
816,0.1,0.8,0.6
817,0.2,0.8,0.6
818,0.3,0.8,0.6
819,0.4,0.8,0.6
820,0.5,0.8,0.6
821,0.6,0.8,0.6
822,0.7,0.8,0.6
823,0.8,0.8,0.6
824,0.9,0.8,0.6
825,1,0.8,0.6
826,0,0.9,0.6
827,0.1,0.9,0.6
828,0.2,0.9,0.6
829,0.3,0.9,0.6
830,0.4,0.9,0.6
831,0.5,0.9,0.6
832,0.6,0.9,0.6
833,0.7,0.9,0.6
834,0.8,0.9,0.6
835,0.9,0.9,0.6
836,1,0.9,0.6
837,0,1,0.6
838,0.1,1,0.6
839,0.2,1,0.6
840,0.3,1,0.6
841,0.4,1,0.6
842,0.5,1,0.6
843,0.6,1,0.6
844,0.7,1,0.6
845,0.8,1,0.6
846,0.9,1,0.6
847,1,1,0.6
848,0,0,0.7
849,0.1,0,0.7
850,0.2,0,0.7
851,0.3,0,0.7
852,0.4,0,0.7
853,0.5,0,0.7
854,0.6,0,0.7
855,0.7,0,0.7
856,0.8,0,0.7
857,0.9,0,0.7
858,1,0,0.7
859,0,0.1,0.7
860,0.1,0.1,0.7
861,0.2,0.1,0.7
862,0.3,0.1,0.7
863,0.4,0.1,0.7
864,0.5,0.1,0.7
865,0.6,0.1,0.7
866,0.7,0.1,0.7
867,0.8,0.1,0.7
868,0.9,0.1,0.7
869,1,0.1,0.7
870,0,0.2,0.7
871,0.1,0.2,0.7
872,0.2,0.2,0.7
873,0.3,0.2,0.7
874,0.4,0.2,0.7
875,0.5,0.2,0.7
876,0.6,0.2,0.7
877,0.7,0.2,0.7
878,0.8,0.2,0.7
879,0.9,0.2,0.7
880,1,0.2,0.7
881,0,0.3,0.7
882,0.1,0.3,0.7
883,0.2,0.3,0.7
884,0.3,0.3,0.7
885,0.4,0.3,0.7
886,0.5,0.3,0.7
887,0.6,0.3,0.7
888,0.7,0.3,0.7
889,0.8,0.3,0.7
890,0.9,0.3,0.7
891,1,0.3,0.7
892,0,0.4,0.7
893,0.1,0.4,0.7
894,0.2,0.4,0.7
895,0.3,0.4,0.7
896,0.4,0.4,0.7
897,0.5,0.4,0.7
898,0.6,0.4,0.7
899,0.7,0.4,0.7
900,0.8,0.4,0.7
901,0.9,0.4,0.7
902,1,0.4,0.7
903,0,0.5,0.7
904,0.1,0.5,0.7
905,0.2,0.5,0.7
906,0.3,0.5,0.7
907,0.4,0.5,0.7
908,0.5,0.5,0.7
909,0.6,0.5,0.7
910,0.7,0.5,0.7
911,0.8,0.5,0.7
912,0.9,0.5,0.7
913,1,0.5,0.7
914,0,0.6,0.7
915,0.1,0.6,0.7
916,0.2,0.6,0.7
917,0.3,0.6,0.7
918,0.4,0.6,0.7
919,0.5,0.6,0.7
920,0.6,0.6,0.7
921,0.7,0.6,0.7
922,0.8,0.6,0.7
923,0.9,0.6,0.7
924,1,0.6,0.7
925,0,0.7,0.7
926,0.1,0.7,0.7
927,0.2,0.7,0.7
928,0.3,0.7,0.7
929,0.4,0.7,0.7
930,0.5,0.7,0.7
931,0.6,0.7,0.7
932,0.7,0.7,0.7
933,0.8,0.7,0.7
934,0.9,0.7,0.7
935,1,0.7,0.7
936,0,0.8,0.7
937,0.1,0.8,0.7
938,0.2,0.8,0.7
939,0.3,0.8,0.7
940,0.4,0.8,0.7
941,0.5,0.8,0.7
942,0.6,0.8,0.7
943,0.7,0.8,0.7
944,0.8,0.8,0.7
945,0.9,0.8,0.7
946,1,0.8,0.7
947,0,0.9,0.7
948,0.1,0.9,0.7
949,0.2,0.9,0.7
950,0.3,0.9,0.7
951,0.4,0.9,0.7
952,0.5,0.9,0.7
953,0.6,0.9,0.7
954,0.7,0.9,0.7
955,0.8,0.9,0.7
956,0.9,0.9,0.7
957,1,0.9,0.7
958,0,1,0.7
959,0.1,1,0.7
960,0.2,1,0.7
961,0.3,1,0.7
962,0.4,1,0.7
963,0.5,1,0.7
964,0.6,1,0.7
965,0.7,1,0.7
966,0.8,1,0.7
967,0.9,1,0.7
968,1,1,0.7
969,0,0,0.8
970,0.1,0,0.8
971,0.2,0,0.8
972,0.3,0,0.8
973,0.4,0,0.8
974,0.5,0,0.8
975,0.6,0,0.8
976,0.7,0,0.8
977,0.8,0,0.8
978,0.9,0,0.8
979,1,0,0.8
980,0,0.1,0.8
981,0.1,0.1,0.8
982,0.2,0.1,0.8
983,0.3,0.1,0.8
984,0.4,0.1,0.8
985,0.5,0.1,0.8
986,0.6,0.1,0.8
987,0.7,0.1,0.8
988,0.8,0.1,0.8
989,0.9,0.1,0.8
990,1,0.1,0.8
991,0,0.2,0.8
992,0.1,0.2,0.8
993,0.2,0.2,0.8
994,0.3,0.2,0.8
995,0.4,0.2,0.8
996,0.5,0.2,0.8
997,0.6,0.2,0.8
998,0.7,0.2,0.8
999,0.8,0.2,0.8
1000,0.9,0.2,0.8
1001,1,0.2,0.8
1002,0,0.3,0.8
1003,0.1,0.3,0.8
1004,0.2,0.3,0.8
1005,0.3,0.3,0.8
1006,0.4,0.3,0.8
1007,0.5,0.3,0.8
1008,0.6,0.3,0.8
1009,0.7,0.3,0.8
1010,0.8,0.3,0.8
1011,0.9,0.3,0.8
1012,1,0.3,0.8
1013,0,0.4,0.8
1014,0.1,0.4,0.8
1015,0.2,0.4,0.8
1016,0.3,0.4,0.8
1017,0.4,0.4,0.8
1018,0.5,0.4,0.8
1019,0.6,0.4,0.8
1020,0.7,0.4,0.8
1021,0.8,0.4,0.8
1022,0.9,0.4,0.8
1023,1,0.4,0.8
1024,0,0.5,0.8
1025,0.1,0.5,0.8
1026,0.2,0.5,0.8
1027,0.3,0.5,0.8
1028,0.4,0.5,0.8
1029,0.5,0.5,0.8
1030,0.6,0.5,0.8
1031,0.7,0.5,0.8
1032,0.8,0.5,0.8
1033,0.9,0.5,0.8
1034,1,0.5,0.8
1035,0,0.6,0.8
1036,0.1,0.6,0.8
1037,0.2,0.6,0.8
1038,0.3,0.6,0.8
1039,0.4,0.6,0.8
1040,0.5,0.6,0.8
1041,0.6,0.6,0.8
1042,0.7,0.6,0.8
1043,0.8,0.6,0.8
1044,0.9,0.6,0.8
1045,1,0.6,0.8
1046,0,0.7,0.8
1047,0.1,0.7,0.8
1048,0.2,0.7,0.8
1049,0.3,0.7,0.8
1050,0.4,0.7,0.8
1051,0.5,0.7,0.8
1052,0.6,0.7,0.8
1053,0.7,0.7,0.8
1054,0.8,0.7,0.8
1055,0.9,0.7,0.8
1056,1,0.7,0.8
1057,0,0.8,0.8
1058,0.1,0.8,0.8
1059,0.2,0.8,0.8
1060,0.3,0.8,0.8
1061,0.4,0.8,0.8
1062,0.5,0.8,0.8
1063,0.6,0.8,0.8
1064,0.7,0.8,0.8
1065,0.8,0.8,0.8
